_id,smiles
05GWIE,COC(=O)C1=CN(C)CCC23C4=CCc5ccc(OC)c(c52)OC3C(=O)CC14
05YWNB,CC(=O)C1=C(C)Nc2ccccc2S1
05NVWN,CC1(C)N=C2C(=C(Cl)C(=O)c3ccccc32)N1
05NRXY,c1ccc2cc3ccsc3c-2cc1
05DVKX,O=C1C(Cl)=C(Cl)C(=O)c2c1nc1n2CCCCC1
05FJMG,O=C1C(Cl)=C(Cl)C(=O)c2c1nc1n2CCOC1
05PXSB,O=C1C(Cl)=C(Cl)C(=O)c2c1nc1n2CCC1
05WIEY,O=C1C(Br)=C(Br)C(=O)c2c1nc1n2CCCCC1
05HVPE,O=C1C(Br)=C(Br)C(=O)c2c1nc1n2CCC1
05QOKZ,CC1=Nc2ccccc2C(C)(CI)O1
05SMWT,CCOC(=O)C1=C(C)NC(C2NC(C(=O)OCC)CS2)=C(C(=O)OCC)C1c1cccs1
05TJLR,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(N(C)C)cc1
05VCLE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
05MKEC,CC12C3=CC=C1c1ccccc1C2=CC=C3
05RXJP,CCOc1cc2c3ccccc3cc-2ccn1
05HVBJ,Cc1ccc(NC=C2C=CC=CC2=O)c(O)c1
05XJGT,Cc1cc(O)c(C2CCCN2C2C3=CCC=CC3=C3C=CC=CC32)cc1C
05WJFX,COc1c2c(c(C(=O)C(C)C)c3c1C1CC(C(C)C)C=CC1(C)O3)OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)C2C(C)C
05RTHV,CC(C)(C)C(=O)C1(O)C(C(C)(C)C)=CC(C=O)=CN1Cc1ccccc1
05IVEI,CCOC(=O)C1=C(C)NC2=C(C(=O)N3CCSC23)C1c1cccs1
05XERP,O=C1C2C=CC=CC=C2CN1Cc1ccccc1
05IJAA,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1c(F)c(F)c(F)c(F)c1F
05WMDE,O=[N+]([O-])C1=Cc2c(O)ccc(O)c2C2CCOC12
05TSER,COC(=O)C12C(OC)=Nc3ccccc3C1C2[N+](=O)[O-]
05ARDH,CCC(C)C(=O)c1c(O)c2c(c3c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)C3C(C)C)OC1(C)C2CC(C(C)C)C2OC21
05YHLC,CCOC(=O)C1=C(C)NC(C2NC(C)(C(=O)OC)CS2)=C(C(=O)OCC)C1c1cccs1
05XJMJ,COc1nc(C)cc(C(=C2C=C(C)OC(C)=C2)C(C)=C(C#N)C#N)c1C#N
05JVJB,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(C#N)c1
05QOUN,CCC1=C(C)C(OC)=NC1=Cc1[nH]c(C)c(CCC(=O)OC)c1C
05LLOO,COc1c(C(C)C)ccc2c1CC=C1C3COC(=O)C3CCC12C
05AKLE,O=C1CCC2Oc3ccc([N+](=O)[O-])cc3C=C12
05TCFX,CCC1N=NC(c2ccccc2)=NN1
05QAPH,COc1cc(OC)c(C=C2C=CC=C2)c(OC)c1
05INWA,CC(C)(C)C(=O)Oc1cccc2c1C(=O)C=CC2=O
05LKEA,Cc1ccc(C(=O)N=C2N=S=NS2)cc1
05VVZW,CC1=C2C(=C(C=NO)C=Cc3cocc32)C=C(C(C)C)C=C1
05MRLP,CC(C)(C)c1ccc2c(c1)C=CC(=O)C2=NO
05OBNC,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)C=C(C)OC3
05XAJJ,O=C1C=C(Br)c2ccccc2C(Br)=CC1Br
05CKPF,CC(=O)N1C=CN(C(C)=O)c2ccccc21
05ZMMS,COC(=O)C1=CNC=C(C(=O)OC)C1c1ccccc1
05FFVP,CN1c2cc[cH+]ccc2SC12C([N+](=O)[O-])=C[C-]([N+](=O)[O-])C=C2[N+](=O)[O-]
05ORUH,CC(=O)OC1=C(CC=C(C)C)C(=O)c2ccccc2C1=O
05GQUF,CC(NC1=NS(=O)(=O)c2cc(Cl)ccc2N1)C1CCCCC1
05WJTU,CC1(C)CC(=O)C2=C(C1)NN=C(c1ccccc1)C2
05EPBS,COc1cc(OC)c2c3c1C(=O)C1=C(C(OC)(OC)C=CC1=O)C3(OC)CC21C(C)=CCCC1(C)C
05MTGX,CCOC(=O)c1c(Br)c(Br)c(Br)c2c1C(=O)C1=C2N(CC)CCN1CC
05XRMY,ClC1=C(Cl)C(=C2C=Cc3ccccc3C=C2)C(Cl)=C1Cl
05QTMF,CCOC(=O)C1=CNC=C(C(=O)OCC)C1c1ccccc1
05IFGW,CC1(C)C2C(=COc3cc(O)c(Br)cc32)C2(O)C(=O)CC3(O)CC1C2C3O
05DAGX,CCC12C(=O)N(C)C3CC14C(=Nc1ccccc14)C1CC2C3CO1
05NLWO,CC1C2CC34COC(=O)C3C=CC=C4C13CC(c1ccoc1)OC3O2
05VFIR,CCN1c2ccccc2N=C2N(C)C(=O)N(C)C(=O)C21OC
05XCZZ,COc1ccccc1NC=C1C=C([N+](=O)[O-])C=CC1=O
05VRGF,CON=C(C)C1(OC(C)=O)C=C(C(F)(F)F)c2c(C)cc(C)cc21
05CMIF,CC1OC(OC23C(=O)C(O)C(C)(O)CC2(O)C=CC2=C3C(=O)c3cccc(O)c3C2=O)CCC1O
05FLWR,CCOC(=O)C1=CNC=C(C(=O)OCC)C1c1ccc(OC)cc1
05HENQ,C1=CC2=C3C=CC4=C1CCc1cc(c(cc1CC4)CC3)CC2
05VBMT,C=CC12CN(C=O)C3CC14C(=Nc1ccccc14)C1CC2C3CO1
05PRUE,CC1C(O)CC23COC(=O)C2=CCC=C3C12CC(c1ccoc1)OC2O
05USOD,c1ccc2c(c1)C1=C(SSSSS1)C2=C1SCCS1
05PSKT,CC1C2CC34COC(=O)C3=CCC=C4C13CC(c1ccoc1)OC3O2
05NPXH,CCOC(=O)C1=CC(C(=O)c2ccccc2)=C(C)C1=C(C)O
05GWEI,CC1=C(c2ccccc2)C1C(=O)O
05KWRW,O=C1C=C(NCCO)C(=O)c2ccccc21
05POHT,CC(C)(C)C1=CC(c2ccc(Cl)cc2)=C(C(C)(C)C)C1=O
05QOKN,COC(=O)NC1c2ccccc2CC(C)(C)C12C=CC=C2
05CRPK,COC1=CC=CC(=O)C1=CNc1ccc(O)cc1C
05XQTN,CC(C)=C1C2C=CC1c1ccccc12
05BFII,COC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc([N+](=O)[O-])c1
05ZGXH,C1=CC(=C2C=CC=CN2Cc2ccccc2)C=C1
05MNMT,NC1=C(Br)C(=O)c2ccccc2C1=O
05ONIZ,COc1c2c(c(CCC(=O)O)c3c1C=C(Br)C(C)(C)O3)OC(C)(C)C(Br)=C2
05FCSW,O=C1C(=O)c2ccccc2C=C1Br
05REDK,O=C1C=C(Br)C(=O)c2ccccc21
05OESU,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O
05RYXM,CCCC1=C2N=C(c3ccccc3OCC)NC(Cl)=C2N(C)N1
05JCYN,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C)cc1
05YCDD,CC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cccc([N+](=O)[O-])c1
05LWVY,COc1cccc2c1CCC1=C2CC2C(=O)C1(C)CCC2(C)O
05ORIE,COC1=CC(=O)C(C2COc3cc(O)ccc3C2)=CC1=O
05RIOF,CCOC(=O)C1=C(N)Oc2ccccc2C1C(C#N)C(=O)OCC
05LZXO,C=C1C2(C)CN3CCC4(C2=Nc2ccccc24)C(C)C1(O)C3
05FJFD,O=C1C(Cl)=C(Cl)C(Cl)(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(Cl)=C1Cl
05VOCG,COC1=CC2(C(=O)N(C)C(=O)N2C)N(C=O)c2ccccc21
05QSZJ,ClC1=NC(Cl)=C(Cl)C(c2ccccc2)N1
05VGGB,CC(C)(C)C1=CC2=S(S1)N(c1ccccc1)N=C2
05XVNB,O=S1(=O)C=Cc2ccccc21
05TXCN,NC1=C(Cl)C(=O)c2ccccc2C1=O
05MOZC,COC(=O)C1=Nc2ccc(=O)ccc2C2(C)CC12
05ODSH,C1=CC2OC1c1cc3c(cc12)C1C=CC3O1
05UXPB,N#CC1=NC=C(Br)c2ccccc2O1
05AOAI,O=C1C=Cc2ccc(=O)oc2C1(F)F
05PZCA,CC(=O)OCC1=CC2OC2(COC(C)=O)c2ccccc21
05VQSY,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C(=O)c1ccc(Br)cc1
05HZPS,COC(=O)C1=C(C(=O)OC)C2(C(C)(C)C)C=C(C(C)(C)C)C1C1(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3O1)C2=O
05CLZK,O=C1C(O)=C(Cl)C(=O)c2ccccc21
05JIJE,COC1=CC23CC(CC(c4ccc5c(c4)OCO5)C2C)OC3=CC1=O
05GOMM,CCOC12OC3=CC=CC=CC3CC1=C(Cc1ccccc1)C(=O)N2C(C)(C)C
05IOIO,O=C1C(Cl)=C(Cl)C(Cl)(Cl)c2ccccc21
05IEUN,CCOC(=O)C1=C2CCCC2(C#N)C(=O)c2ccccc21
05HFIV,CC(C)C1=CC2(C=C(C(C)C)C1=O)CC(C)(C)N=C2c1ccccc1N
05OYKK,CN1C2C=CC1c1c(F)c(F)c(F)c(F)c12
05DUTC,COC1=CC(=O)c2c(O)c3c(c4c2C12CC(=O)CC2C1(CC(O)C(O)CO1)O4)CC(C)(O)C(O)C3
05HQIN,C=C(C)C(=O)OCCOC(=O)C1=C(C)NC2=C(C(=O)C(C)(C)CC2)C1c1cc(Br)cc(Br)c1O
05NNLA,CC1=C(C)C(=O)c2c(O)c(Cl)c(Cl)c(O)c2C1=O
05TNQG,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccccc1[N+](=O)[O-]
05AVVP,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C)s1
05JHQX,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cc(Br)cs1
05MNON,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(C)c(C)c1
05WRBX,CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1ccc(OCC)cc1
05IIRU,CCOC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1ccc(C)c(C)c1
05WMJH,COC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)C1(OC)C3C(CN21)N3C(=O)c1ccc(Br)cc1
05BJJV,CCC1=Cc2cc([N+](=O)[O-])cc(OC)c2OC12SCCN2C
05LYVQ,CCN(CC)C(=O)C(C#N)=C1Nc2ccccc2C(N(CC)CC)=C1C#N
05VLMP,COC1=CC=C2CC(=C1)CCC1C2CCC2(C)C(OC(=O)c3ccc(Br)cc3)CCC12
05IIZL,CC(C)N1C(=O)C(C(F)(F)F)C(C=Cc2ccc3c(c2)OCO3)C12C=CC(=O)C=C2
05XMXY,CCCCC1=C(C#N)c2c(C)c3c(c(C)c2C1=C(C#N)C#N)C(C#N)=C(CCCC)C3=C(C#N)C#N
05LRVE,CCOC12OC3=CC=CC=CC3CC1=C(Cc1ccc([N+](=O)[O-])cc1)C(=O)N2C(C)(C)C
05UKWX,N#CC12CCCC1=C(I)c1ccccc1C2=O
05BSXJ,CC(C)c1cc2c(c(O)c1O)C1(C)CCCC(C)(C)C1=C(O)C2=O
05IOVS,CCOC(=O)c1c2ccc(C#Cc3ccsc3)ccc-2c(C(=O)OCC)c1N
05ZKNM,CN1C(=O)C(C(F)(F)F)C(c2ccccc2)C12C=CC(=O)C=C2
05SYLM,CCOC(=O)C12C(=O)OCC1CNC1=C2C(=O)c2ccccc2C1=O
05QXVH,COc1c2c(c(O)c3c1C(=O)C1=C(C3=O)C(C)OC1)OCO2
05BFJT,CCN(CC)C1=NC=CC(c2ccccc2)=CC1C(C)C
05JCXX,CCOC(=O)C1=C(N)C(=O)c2ccccc21
05RFZU,CC1CCC2(C(C)C)C(=Nc3ccc(Br)cc32)C1
05XQBB,Cc1cc(O)c(C=O)c2c1C=CC(C)(C)O2
05NXTB,CC1(C)C=Cc2c(ccc(C=O)c2O)O1
05JCVU,Cc1cc2c(c(O)c1C=O)C=CC(C)(C)O2
05CWEQ,CC1(C)Oc2ccc(I)cc2C=C1C=O
05PUBY,COC(=O)c1ccc2c(c1)C=C(C=O)C(C)(C)O2
05BEEJ,c1ccc2c(c1)SN=S=NS2
05QEEC,c1ccc(C2=NS3=NS(=N2)N=S=N3)cc1
05HDCY,CCc1c(OC)cc2c(c1O)C(=O)C(Cl)=CC2=O
05AOKD,N#CC(C(N)=S)=C1C=Cc2ccccc2N1
05LOOL,Cc1cc2c3c(ccc(C(C)C)cc1-3)CC(C#N)(C#N)C(C#N)(C#N)C2c1ccco1
05CZHI,O=C1C(Cl)=C(Cl)C(=O)c2c(O)ccc(O)c21
05QWGJ,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21
05YYNA,COC1(OC(C)c2ccccc2)OC(=O)C2=CC=C(C)C3=C(C)C=C(C)C=C(C)C3=C21
05IQZR,CCOC(=O)C1=Nc2ccccc2C1(C(=O)OCC)C(CC(C)=O)C(=O)OC(C)(C)C
05ZUKH,N#CC1(C2CCCCC2)C=CC(c2ccccc2)(C2CCCCC2)C=C1
05FDRV,CCCc1c(C(=O)OC)c(OC)cc2c1C(=O)C1=C(C2=O)C(C)(C)C(=O)C(C)=C1OC(C)=O
05DXYJ,CCC1C=Cc2c(OC)cccc2C1CO
05WLHV,CN=C(C1=C(NC)C(F)(F)c2c(F)c(F)c(F)c(F)c21)C(F)(F)F
05RJBJ,COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])C1c1ccccc1C(F)(F)F
05MJRP,CN=C(C1=C(N)C(F)(F)c2c(F)c(F)c(F)c(F)c21)C(F)(F)F
05ZBBC,CCOC(=O)C1=C(C)NC2=C(C(=O)OC2)C1c1ccccc1OC(F)F
05WTAR,O=C1C(F)=C(F)C(=O)c2ccccc21
05SSVF,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(=O)C3=C(CC12)C(C)(O)c1c(Cl)ccc(O)c1C3=O
05JCLE,O=C1C=CC(=O)c2c(O)ccc(O)c21
05MKRS,O=CC(=CNc1ccccc1)C1C=CC=CC=C1
05GFAO,COC1C2=C(C(=O)c3c(O)ccc(O)c3C2=O)C(O)C2(C)OC(C)(C)OC12
05XHTN,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
05SCEC,CC1=CC(C)=C(C#N)N(S(=O)(=O)c2ccccc2)C(C)=C1
05JJLP,C[S+]1C2=C(CC(C)(C)CC2=O)[N-]c2ccccc21
05PDMA,CC[S+]1C2=C(CCCC2=O)[N-]c2ccccc21
05JDLL,CC1=CC(=O)c2cnn(C)c2C1=O
05NFVI,Cc1c2oc3c(C)c(OS(C)(=O)=O)cc(C(C)C)c3oc-2c(C(C)C)c(=O)c1=O
05LJVZ,COc1cc2c(cc1OC)C1(C#N)CC3(CCC1C=C2)OCCO3
05GFUD,CN1C2(C(=O)N=C3C=CC=CN32)C(=O)c2ccccc2S1(=O)=O
05FBJR,COc1ccc2c(c1)OC1(C(C(=O)O)=C2)C(C2COC(C)(C)O2)OC2OC(C)(C)OC21
05ITNT,c1cc2cc3cc(cc-2c1)CCc1cccc(n1)CC3
05YCBH,CCCCC#CC1=C(C(=O)CCCC)Cc2ccccc21
05XJBU,O=C(Cc1ccccc1)OB1C=CC=CN1
05GPXL,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc[nH]1
05ETKE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccoc1
05CSCU,CCCC1CCOC2=C1C(=O)C(=O)c1ccccc12
05FZTX,COc1ccc(C2C3=C(CC(C)(C)CC3=O)OC3=C2C(=O)CC(C)(C)C3)cc1
05QENF,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Br)o1
05SAHA,CCN(CC)C1=NC=CC(C)(c2ccccc2)C=C1SC
05YKYA,CN(C)C1=CC(=O)C(=O)c2ccccc21
05FGGU,CC1=CC(C)(C)Nc2ccc(O)cc21
05ORAL,CC(C)(C)c1ccc2nc3ccc(=O)cc-3oc2c1
05ODQO,O=C(N1CC2(C=C2)C1)n1ccnc1
05BXWL,C[N+](C)(C)C1=C([O-])c2ccccc2C1=O
05IZVQ,C1=CC2CC1C1C2S2=NS1=NC(c1ccccc1)=N2
05SNKE,CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(F)C(F)(F)F
05DRRV,CC12C(=O)C3C(C)(C(=O)C1O)C3(c1ccc(Cl)cc1)C21C=CC(=O)C=C1
05UYVA,COC(=O)C1=C(C(=O)OC)C(Cl)=CN(S(=O)(=O)c2ccc(C)cc2)C=C1Cl
05TLIH,c1ccc2c3cc(c-2cc1)CSCc1ccc(s1)CSC3
05IJYR,Cn1cccc2cc3cccnc3c1-2
05YWXM,CC(=O)C12C=CC(c3ccccc31)C(C#N)(N1CCOCC1)C2
05GHVU,COCC1CCCN1C1C=Cc2ccccc2C1NC(=O)OC(C)(C)C
05PRGV,O=C1NC2c3ccccc3C=CC2N2CCCC12
05FEOY,CN(C)C=NC1=C2CC(C(C)(C)C)CC(C=O)=C2Oc2ccccc21
05DPUY,COC(=O)C1=C(C(=O)OC)C2Oc3ccccc3C(=O)C2=CO1
05JWDD,Cn1cccc2c(C(=O)O)c3cccnc3c1-2
05QEOL,CC(C)=C(C)C1=C(I)C(=O)c2ccccc21
05RXKD,Cc1cc2c(cc1C)C1=C(C2=O)C(C)(C)CC1C(C)(C)C
05ZTYS,C1=CC2CC1C1C2S2=NS1=Nc1ccccc12
05MEDB,O=C1C=C2CC3C=CC2(C=C3)N1c1ccccc1
05JRZJ,O=S1(=O)C=Cc2ccccc2C1
05CLPN,C=CC1=C(C)C(=CC2=NC(=Cc3[nH]c(C(OC)C4(OC)NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)OC)C(CCC(=O)OC)=C2C)NC1=O
05CWIL,CCOC(=O)C1C(c2ccccc2)C12C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2
05ANLR,COC(=O)C=C(C(=O)OC)C1(C)C(=O)C(Cl)=Cc2ccccc21
80JPGP,Cc1cc2c(cc1C)C(=O)C1=C([N]SS1)C2=O
80BVRW,CC(=O)Oc1c2c(c(OC(C)=O)c3c1C1CC(OC(=O)CI)C3(OC(C)=O)C(C)O1)C(=O)C1=C(C2=O)C2OC(=O)CC2OC1C
80ZRMP,O=C1C=C2CCc3ccc(cc3)CCC1=CC2=O
80YRMD,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1
80IIIE,c1c2c(cc3c1S[N]S3)N=S=N2
80ISMS,CCOC(=O)C1=C(C)NC(C2NCCS2)=C(C(=O)OCC)C1c1cccs1
80RBZF,CCOC(c1[nH]c(C=C2N=C(C=C3NC(=O)C(CC)=C3CC)C(CC)=C2CC)c(CC)c1CC)C1(OCC)NC(=O)C(CC)=C1CC
80OFDX,CC(C)(C)C1=CC(c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)(N2CCOCC2)C(=O)C(C(C)(C)C)=C1
80DTUH,CC(=O)c1c(O)c(CC2=C(O)C(C)(C)C(O)=C(C(=O)C(C)C)C2=O)c(O)c2c1OC(C)(C)C(Br)=C2
80GPGX,CC12CCC(O)c3coc(c31)C(=O)C1=C2C(O)CC2(C)C(=O)CCC12
80MJEF,CCN(CC)C1=NS(=O)(=O)c2c(C)nn(C(C)(C)C)c2O1
80TTAO,COC1(OC)N=C(N)c2nccnc21
80AHRE,CN(C)c1cc2c(N(C)C)cc1CCCC1=CC(=O)C(=CC1=O)CCC2
80RZWO,C1=CC=Cc2ccccc2C=C1
80BZFE,CCOC(=O)C1=C(O)OC2=C(C(=O)c3ccccc32)C1(C#N)C(=O)OCC
80OAAX,CCCOc1cc2c3ccccc3nc-2c[nH]1
80DCKL,COC(=O)C1(C(=O)OC)Cc2cc(OC)cc(OC)c2C2=C1CCCC2
80SJAO,Cc1ccc(NN=C2C=CC(=O)C3=CC=CC=C2C3)c([N+](=O)[O-])c1
80JDJH,CC1(C)C(=O)N=S(C)(Cc2ccccc2)=NC1=O
80LWUC,O=S1(=O)C=CC=Cc2ccccc21
80JVBR,O=S1(=O)C=CNc2ccccc21
80MORW,O=C(CCl)NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
80KAVI,C1=CCC2C(=C1)SC1CCCCC1C2Cc1ccccc1
80SFPF,COC(=O)C1=CN(Cc2c(F)c(F)c(F)c(F)c2F)C(OC)C(C(=O)OC)=C1
80QMTQ,CC(=O)N1CCCC2=CCC(NCc3ccccc3)=NC=C21
80AIVK,COC(=O)CC(C)C1=C(O)C(=O)c2ccccc2C1=O
80COAF,CC1OC23CCCC4=C2C(CC1O3)C1=C(CCC(OC(=O)c2ccc([N+](=O)[O-])cc2)C1=O)O4
80JFAK,O=CC1=C2C=CC=CC=C2c2ccccc2C=C1
80FWKO,COC(=O)C1=C2N=C3C=CC=CN3N=C2N(c2ccc(C)cc2)C(C(=O)OC)=C1C(=O)OC
80BMRE,CC1=CCc2cc(ccc2O)OCC(C)=CCC1
80YFLD,CN(C)c1cc2c(N(C)C)cc1CCC1=CC(=O)C(=CC1=O)CC2
80BEXT,c1cc2c(c3c1=NSN=S=N3)SSN=2
80YWIR,ClC1=CC(Cl)(Cl)c2ccccc21
80DFXH,Cc1c2c(n(C)c1C)C(=O)C=CC2=O
80AUNZ,NC1=NC(=NNc2ccccc2)C=CC1=O
80NIQG,CC1=C(c2ccc(Cl)cc2)C2=[N+](CCCC2)[B-](F)(F)O1
80NTAB,CNC1=NC(NC)=C([N+](=O)[O-])C1=Nc1ccccc1
80RLEN,CC(C)=CC1=CC(C)(C)C=C2CC(C)(C)Oc3ccccc3N12
80BOBY,O=C1C=CC=CC1=CNc1ncccc1O
80ZSPR,CCC1=C(C)C(C=C2NC(=O)C(C)=C2CC)=NC1=Cc1[nH]c(C=C2N=C(OC)C(C)=C2CC)c(C)c1CC
80EZHB,COC(=O)C1(O)CC2=C(c3c1cc(Cl)nc3Cl)N(C)CCC2
80LEZG,COC(=O)C1=C(C(=O)OC)C23C(=C(C(=O)OC)C1C(=O)C21CCCC1)c1cc(Br)ccc1N3C
80GELZ,COC1=CC(=O)C2=C(CCc3cccc(O)c32)C1=O
80PFJQ,O=C1C=CC=Cc2ccccc2C=C1
80ODLO,CC(=O)C1=C(O)c2ccccc2CC1
80ZSVQ,CCOC(=O)C1=C(C)Nc2ccccc2S1=O
80OZHU,COC(=O)C1=CC(C)=C2CN(S(=O)(=O)c3ccc(C)cc3)CC2C1
80JECI,COC1=NC2(CC(c3ccccc3)=NO2)C(OC)=NC1C(C)C
80IRAE,CC(=O)N1N=C2c3ccccc3C=C(Cl)N2S1=O
80MZVG,CC1=C(C)C1(C)C(C#N)(C#N)c1ccc([N+](=O)[O-])cc1
80GMSN,N#CC12C=CC(c3ccccc31)C1C=CC2O1
80VHOB,Clc1cccc(Cl)c1CN1C=CC(=C2C=CC=C2)C=C1
80HWSJ,O=C(O)C1C=CC2CCc3cccc1c32
80REXQ,CC1C=CC2C(=C1)C(=O)N(C(C)(C)C)C2c1ccccc1
80JFWD,COc1cc2c(OC)cc1CCCC1=CC(=O)C(=CC1=O)CCC2
80LSDD,CC1=NS(=O)(=O)NC(C)=C1c1ccccc1C(=O)O
80DEPU,CC1CN(c2cccc3c2C2C4C=CC(C4)C2C32C=CC(=O)C=C2)CC(C)O1
80TAVO,CCOC(=O)CC1=CSC2=NC(C)=C(C(=O)OCC)C(c3ccccc3)N12
80WWZT,CC1(F)C=Cc2oc(=O)ccc2C1=O
80THBE,O=C1C=Cc2ccccc2C1=CNCCO
80LDRL,CC12CC(c3ccoc3)OC(=O)C1CCC13COC(=O)C1C=CC=C23
80AULR,COc1cc2c(OC)cc1CCCCC1=CC(=O)C(=CC1=O)CCCC2
80XOYR,CC1=CC(=O)C=CC12c1cccc(N3CCOCC3)c1C1C3C=CC(C3)C12
80YBJQ,COc1cc2c(c(C(C)(C)C)c1)OC1(O)C2=CC(=O)C=C1C(C)(C)C
80AXFC,COC1=CC(=O)c2c(O)c3c(c(C)c2C1=O)CC1(O)C(O)C(=O)C(=C(C)O)C(=O)C1(O)C3=O
80RPBF,CCOC(=O)C1(C(F)(F)F)N=C(c2ccccc2)C(=O)C=C1C(=O)OC
80FZGW,OC1C=CC=Cc2ccccc2C=C1
80LNDL,CC(=O)c1c(O)c2c(c3c1OC(C)(C)C=C3)OC(C)(C)C=C2
80AMKA,CCC12CCC3=C(CCc4cc(OC)ccc43)C1=CCC2=O
80YEGM,CCCCC1C(=O)OC2c3ccccc3C=CC12
80RMSX,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC(C)=O)C1c1cccc([N+](=O)[O-])c1
80FFTN,COc1ccc2c(c1)OC1(O)C(=C2)CC2COC1O2
80LXNL,CC(=O)Nc1c(SC(F)(F)F)ccc2c1C(=O)C=CC2=O
80CAYJ,O=C1C=CC(=O)c2c(SC(F)(F)F)ccc(SC(F)(F)F)c21
80XGHV,O=C1C=CC(=O)c2c(SC(F)(F)F)cccc21
80DSME,O=C1C=CC(=O)c2c1cccc2S(=O)C(F)(F)F
80LPLZ,CCOc1ccc(C(=O)C(C#N)=C2C=CC=CN2C)cc1
80AZII,COC(=O)C1=C(C(=O)OC)SC(=C2C3=C(SC(C(=O)OC)=C(C(=O)OC)S3)c3ccccc32)S1
80QLOB,Cc1ccc2c(c1)nc1c(=O)[nH]c(=O)nc-1n2C
80KEYM,CCCCCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21
80HARS,CC1=CC(C)=C(OCCl)C(=O)C12CCc1c(C)cc(C)c(OCCl)c1O2
80ITUE,COc1ccc(SC(F)(F)F)c2c1C(=O)C=C(C)C2=O
80AUNC,COC(=O)C1=Cc2cc(OC)c(OC)cc2NC2=C(C1)C(=O)CCC2
80YCPN,COC(=O)C1=Cc2ccccc2NC2=C(C1)C(=O)CC2
80GCQY,CC1=C(C)C(=O)c2c(O)ccc(O)c2C1=O
80ROHA,c1ccc2c(c1)C1OC2C2=C1C1CCC2C1
80DVBB,CC(=O)C12C=Cc3ccccc3C13OCCC3C2
80WJXL,C1=CC23OC2C2OC2(C=Cc2ccc1cc2)C1OC13
80DJPP,COC(=O)C1=C(C)OC(N)=C(C#N)C1c1cccs1
80WVVB,CC1=C2C=C(c3ccccc3)SC2(C)C(C)(C)C2=C1C(=O)OC2=O
80KNAZ,C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccccc1
80PUVQ,CCOC(=O)N1N=C2CCc3cc4c5nc3CCC2=CC(=C1CC4)CC5
80CLNR,C=CC(C1=CC(=O)C(OC)=C(OC)C1=O)c1ccccc1
80GGYJ,O=C1CC23CCCN4CC1C1(C(=Nc5ccccc51)CC2)C43
80BGWA,C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccc(OC)cc1
80ZFHO,COC(=O)C1(C(=O)OC)CC2=Cc3ccccc3CC2C1
80SJVU,Cc1ccc(O)c(NC=C2C=C(Br)C=CC2=O)c1
80XPNX,CCN(CC)C1=CC(=O)C(=CNc2cccc(O)c2)C=C1
80VPCT,CC(C)CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC2=Nc4ccccc4C2(C)C1CC3
80GIBO,O=C1C(=CNc2ccc(Cl)cc2)C=CC(O)=C1O
